COMPOSITE TABLE
 Factors               i      j   t PlotOutput
  ResStm    201742032040 St1245  13       59.8
  ResRot    201742032040 St1245  13       66.6
  PinPuw    201742032040 St1246  10        8.4
  SprPuw    201742032040 St1246  10       13.5
  Decids    201742032040 St1246  10      119.8
  ResStm    201742032040 St1246  10       33.2
  ResRot    201742032040 St1246  10       20.4
  PinTim    201742032040 St1246  13      115.7
  SprTim    201742032040 St1246  13      168.4
  PinPuw    201742032040 St1246  13       31.9
  SprPuw    201742032040 St1246  13      139.1
  Decids    201742032040 St1246  13       27.4
  ResStm    201742032040 St1246  13       59.8
  ResRot    201742032040 St1246  13       66.6
  PinPuw    201742032040 St1247  10        8.4
  SprPuw    201742032040 St1247  10       13.5
  Decids    201742032040 St1247  10      119.8
  ResStm    201742032040 St1247  10       33.2
  ResRot    201742032040 St1247  10       20.4
  PinTim    201742032040 St1247  13      115.7
  SprTim    201742032040 St1247  13      168.4
  PinPuw    201742032040 St1247  13       31.9
  SprPuw    201742032040 St1247  13      139.1
  Decids    201742032040 St1247  13       27.4
  ResStm    201742032040 St1247  13       59.8
  ResRot    201742032040 St1247  13       66.6
  PinPuw    201742032040 St1248  10        8.4
  SprPuw    201742032040 St1248  10       13.5
  Decids    201742032040 St1248  10      119.8
  ResStm    201742032040 St1248  10       33.2
  ResRot    201742032040 St1248  10       20.4
  PinTim    201742032040 St1248  13      115.7
  SprTim    201742032040 St1248  13      168.4
  PinPuw    201742032040 St1248  13       31.9
  SprPuw    201742032040 St1248  13      139.1
  Decids    201742032040 St1248  13       27.4
  ResStm    201742032040 St1248  13       59.8
  ResRot    201742032040 St1248  13       66.6
  PinPuw    201742032040 St1249   9        6.9
  SprPuw    201742032040 St1249   9        9.7
  Decids    201742032040 St1249   9       91.0
  ResStm    201742032040 St1249   9       25.8
  ResRot    201742032040 St1249   9       15.5
  PinPuw    201742032040 St1250   9        6.9
  SprPuw    201742032040 St1250   9        9.7
  Decids    201742032040 St1250   9       91.0
  ResStm    201742032040 St1250   9       25.8
  ResRot    201742032040 St1250   9       15.5
  PinTim    201742032040 St1250  22      195.3
  SprTim    201742032040 St1250  22      421.4
  PinPuw    201742032040 St1250  22       10.4
  SprPuw    201742032040 St1250  22      148.2
  Decids    201742032040 St1250  22       51.1
  ResStm    201742032040 St1250  22       76.7
  ResRot    201742032040 St1250  22      107.4
  PinPuw    201742032040 St1251   9        6.9
  SprPuw    201742032040 St1251   9        9.7
  Decids    201742032040 St1251   9       91.0
  ResStm    201742032040 St1251   9       25.8
  ResRot    201742032040 St1251   9       15.5
  PinTim    201742032040 St1251  21      191.2
  SprTim    201742032040 St1251  21      401.4
  PinPuw    201742032040 St1251  21       13.4
  SprPuw    201742032040 St1251  21      153.1
  Decids    201742032040 St1251  21       49.7
  ResStm    201742032040 St1251  21       75.6
  ResRot    201742032040 St1251  21      106.0
  PinPuw    201742032040 St1252   9        6.9
  SprPuw    201742032040 St1252   9        9.7
  Decids    201742032040 St1252   9       91.0
  ResStm    201742032040 St1252   9       25.8
  ResRot    201742032040 St1252   9       15.5
  PinTim    201742032040 St1252  20      186.3
  SprTim    201742032040 St1252  20      379.6
  PinPuw    201742032040 St1252  20       16.4
  SprPuw    201742032040 St1252  20      157.2
  Decids    201742032040 St1252  20       48.1
  ResStm    201742032040 St1252  20       74.6
  ResRot    201742032040 St1252  20      104.2
  PinPuw    201742032040 St1253   9        6.9
  SprPuw    201742032040 St1253   9        9.7
  Decids    201742032040 St1253   9       91.0
  ResStm    201742032040 St1253   9       25.8
  ResRot    201742032040 St1253   9       15.5
  PinTim    201742032040 St1253  19      180.5
  SprTim    201742032040 St1253  19      355.9
  PinPuw    201742032040 St1253  19       19.3
  SprPuw    201742032040 St1253  19      160.4
  Decids    201742032040 St1253  19       46.2
  ResStm    201742032040 St1253  19       73.5
  ResRot    201742032040 St1253  19      101.7
  PinPuw    201742032040 St1254   9        6.9
  SprPuw    201742032040 St1254   9        9.7
  Decids    201742032040 St1254   9       91.0
  ResStm    201742032040 St1254   9       25.8
  ResRot    201742032040 St1254   9       15.5
  PinTim    201742032040 St1254  18      173.8
  SprTim    201742032040 St1254  18      330.2
  PinPuw    201742032040 St1254  18       22.2
  SprPuw    201742032040 St1254  18      162.2
  Decids    201742032040 St1254  18       44.1
  ResStm    201742032040 St1254  18       72.3
  ResRot    201742032040 St1254  18       98.5
  PinPuw    201742032040 St1255   9        6.9
  SprPuw    201742032040 St1255   9        9.7
  Decids    201742032040 St1255   9       91.0
  ResStm    201742032040 St1255   9       25.8
  ResRot    201742032040 St1255   9       15.5
  PinTim    201742032040 St1255  17      165.8
  SprTim    201742032040 St1255  17      302.3
  PinPuw    201742032040 St1255  17       25.0
  SprPuw    201742032040 St1255  17      162.6
  Decids    201742032040 St1255  17       41.6
  ResStm    201742032040 St1255  17       70.9
  ResRot    201742032040 St1255  17       94.5
  PinPuw    201742032040 St1256   9        6.9
  SprPuw    201742032040 St1256   9        9.7
  Decids    201742032040 St1256   9       91.0
  ResStm    201742032040 St1256   9       25.8
  ResRot    201742032040 St1256   9       15.5
  PinTim    201742032040 St1256  17      165.8
  SprTim    201742032040 St1256  17      302.3
  PinPuw    201742032040 St1256  17       25.0
  SprPuw    201742032040 St1256  17      162.6
  Decids    201742032040 St1256  17       41.6
  ResStm    201742032040 St1256  17       70.9
  ResRot    201742032040 St1256  17       94.5
  PinPuw    201742032040 St1257   9        6.9
  SprPuw    201742032040 St1257   9        9.7
  Decids    201742032040 St1257   9       91.0
  ResStm    201742032040 St1257   9       25.8
  ResRot    201742032040 St1257   9       15.5
  PinTim    201742032040 St1257  16      156.5
  SprTim    201742032040 St1257  16      272.3
  PinPuw    201742032040 St1257  16       27.5
  SprPuw    201742032040 St1257  16      161.0
  Decids    201742032040 St1257  16       38.8
  ResStm    201742032040 St1257  16       69.2
  ResRot    201742032040 St1257  16       89.6
  PinPuw    201742032040 St1258   9        6.9
  SprPuw    201742032040 St1258   9        9.7
  Decids    201742032040 St1258   9       91.0
  ResStm    201742032040 St1258   9       25.8
  ResRot    201742032040 St1258   9       15.5
  PinTim    201742032040 St1258  16      156.5
  SprTim    201742032040 St1258  16      272.3
  PinPuw    201742032040 St1258  16       27.5
  SprPuw    201742032040 St1258  16      161.0
  Decids    201742032040 St1258  16       38.8
  ResStm    201742032040 St1258  16       69.2
  ResRot    201742032040 St1258  16       89.6
  PinPuw    201742032040 St1259   9        6.9
  SprPuw    201742032040 St1259   9        9.7
  Decids    201742032040 St1259   9       91.0
  ResStm    201742032040 St1259   9       25.8
  ResRot    201742032040 St1259   9       15.5
  PinTim    201742032040 St1259  15       43.7
  SprTim    201742032040 St1259  15       72.0
  PinPuw    201742032040 St1259  15        8.9
  SprPuw    201742032040 St1259  15       47.2
  Decids    201742032040 St1259  15       10.7
  ResStm    201742032040 St1259  15       22.0
  ResRot    201742032040 St1259  15       27.4
  PinPuw    201742032040 St1260   9        6.9
  SprPuw    201742032040 St1260   9        9.7
  Decids    201742032040 St1260   9       91.0
  ResStm    201742032040 St1260   9       25.8
  ResRot    201742032040 St1260   9       15.5
  PinTim    201742032040 St1260  15       43.7
  SprTim    201742032040 St1260  15       72.0
  PinPuw    201742032040 St1260  15        8.9
  SprPuw    201742032040 St1260  15       47.2
  Decids    201742032040 St1260  15       10.7
  ResStm    201742032040 St1260  15       22.0
  ResRot    201742032040 St1260  15       27.4
  PinTim    201742032040 St1260  22      179.5
  SprTim    201742032040 St1260  22      410.4
  PinPuw    201742032040 St1260  22        6.0
  SprPuw    201742032040 St1260  22      127.4
  Decids    201742032040 St1260  22       45.1
  ResStm    201742032040 St1260  22       73.6
  ResRot    201742032040 St1260  22       97.8
  PinPuw    201742032040 St1261   9        6.9
  SprPuw    201742032040 St1261   9        9.7
  Decids    201742032040 St1261   9       91.0
  ResStm    201742032040 St1261   9       25.8
  ResRot    201742032040 St1261   9       15.5
  PinTim    201742032040 St1261  15       43.7
  SprTim    201742032040 St1261  15       72.0
  PinPuw    201742032040 St1261  15        8.9
  SprPuw    201742032040 St1261  15       47.2
  Decids    201742032040 St1261  15       10.7
  ResStm    201742032040 St1261  15       22.0
  ResRot    201742032040 St1261  15       27.4
  PinTim    201742032040 St1261  21      172.9
  SprTim    201742032040 St1261  21      384.6
  PinPuw    201742032040 St1261  21        8.7
  SprPuw    201742032040 St1261  21      130.2
  Decids    201742032040 St1261  21       43.3
  ResStm    201742032040 St1261  21       71.0
  ResRot    201742032040 St1261  21       94.4
  PinPuw    201742032040 St1262   9        6.9
  SprPuw    201742032040 St1262   9        9.7
  Decids    201742032040 St1262   9       91.0
  ResStm    201742032040 St1262   9       25.8
  ResRot    201742032040 St1262   9       15.5
  PinTim    201742032040 St1262  15       43.7
  SprTim    201742032040 St1262  15       72.0
  PinPuw    201742032040 St1262  15        8.9
  SprPuw    201742032040 St1262  15       47.2
  Decids    201742032040 St1262  15       10.7
  ResStm    201742032040 St1262  15       22.0
  ResRot    201742032040 St1262  15       27.4
  PinTim    201742032040 St1262  20      164.4
  SprTim    201742032040 St1262  20      355.6
  PinPuw    201742032040 St1262  20       11.3
  SprPuw    201742032040 St1262  20      131.6
  Decids    201742032040 St1262  20       41.1
  ResStm    201742032040 St1262  20       68.4
  ResRot    201742032040 St1262  20       90.1
  PinPuw    201742032040 St1263   9        6.9
  SprPuw    201742032040 St1263   9        9.7
  Decids    201742032040 St1263   9       91.0
  ResStm    201742032040 St1263   9       25.8
  ResRot    201742032040 St1263   9       15.5
  PinTim    201742032040 St1263  15       43.7
  SprTim    201742032040 St1263  15       72.0
  PinPuw    201742032040 St1263  15        8.9
  SprPuw    201742032040 St1263  15       47.2
  Decids    201742032040 St1263  15       10.7
  ResStm    201742032040 St1263  15       22.0
  ResRot    201742032040 St1263  15       27.4
  PinTim    201742032040 St1263  19      154.5
  SprTim    201742032040 St1263  19      323.6
  PinPuw    201742032040 St1263  19       13.8
  SprPuw    201742032040 St1263  19      131.1
  Decids    201742032040 St1263  19       38.7
  ResStm    201742032040 St1263  19       65.4
  ResRot    201742032040 St1263  19       84.9
  PinPuw    201742032040 St1264   9        6.9
  SprPuw    201742032040 St1264   9        9.7
  Decids    201742032040 St1264   9       91.0
  ResStm    201742032040 St1264   9       25.8
  ResRot    201742032040 St1264   9       15.5
  PinTim    201742032040 St1264  15       43.7
  SprTim    201742032040 St1264  15       72.0
  PinPuw    201742032040 St1264  15        8.9
  SprPuw    201742032040 St1264  15       47.2
  Decids    201742032040 St1264  15       10.7
  ResStm    201742032040 St1264  15       22.0
  ResRot    201742032040 St1264  15       27.4
  PinTim    201742032040 St1264  18      143.2
  SprTim    201742032040 St1264  18      288.9
  PinPuw    201742032040 St1264  18       16.0
  SprPuw    201742032040 St1264  18      128.7
  Decids    201742032040 St1264  18       35.9
  ResStm    201742032040 St1264  18       62.3
  ResRot    201742032040 St1264  18       78.8
  PinPuw    201742032040 St1265   9        6.9
  SprPuw    201742032040 St1265   9        9.7
  Decids    201742032040 St1265   9       91.0
  ResStm    201742032040 St1265   9       25.8
  ResRot    201742032040 St1265   9       15.5
  PinTim    201742032040 St1265  15      145.8
  SprTim    201742032040 St1265  15      240.1
  PinPuw    201742032040 St1265  15       29.5
  SprPuw    201742032040 St1265  15      157.2
  Decids    201742032040 St1265  15       35.7
  ResStm    201742032040 St1265  15       67.1
  ResRot    201742032040 St1265  15       83.6
  PinPuw    201742032040 St1266   9        6.9
  SprPuw    201742032040 St1266   9        9.7
  Decids    201742032040 St1266   9       91.0
  ResStm    201742032040 St1266   9       25.8
  ResRot    201742032040 St1266   9       15.5
  PinTim    201742032040 St1266  15      145.8
  SprTim    201742032040 St1266  15      240.1
  PinPuw    201742032040 St1266  15       29.5
  SprPuw    201742032040 St1266  15      157.2
  Decids    201742032040 St1266  15       35.7
  ResStm    201742032040 St1266  15       67.1
  ResRot    201742032040 St1266  15       83.6
  PinPuw    201742032040 St1267   9        6.9
  SprPuw    201742032040 St1267   9        9.7
  Decids    201742032040 St1267   9       91.0
  ResStm    201742032040 St1267   9       25.8
  ResRot    201742032040 St1267   9       15.5
  PinTim    201742032040 St1267  15      145.8
  SprTim    201742032040 St1267  15      240.1
  PinPuw    201742032040 St1267  15       29.5
  SprPuw    201742032040 St1267  15      157.2
  Decids    201742032040 St1267  15       35.7
  ResStm    201742032040 St1267  15       67.1
  ResRot    201742032040 St1267  15       83.6
  PinPuw    201742032040 St1268   9        6.9
  SprPuw    201742032040 St1268   9        9.7
  Decids    201742032040 St1268   9       91.0
  ResStm    201742032040 St1268   9       25.8
